id,project_id,reported_by,pct_overall,weather,worker_count,notes,logged_at,created_at,mode,rab_item_id,pct_completion
0fbd4da0-9859-4fb6-80c7-1f2f28abc13a,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pasangan Dinding 1/2 Bata 1pc : 5ps — 50%,2026-05-12T00:00:00.000Z,2026-06-16T15:23:57.273Z,detail,a00c68e1-0d21-4bec-955a-9d1c8df991d1,50.00
8a01d666-2764-4bf7-bc4b-9d3308b61fd8,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Plesteran Dinding Trasram 1pc : 3ps — 50%,2026-05-12T00:00:00.000Z,2026-06-16T15:23:57.377Z,detail,ec34e58e-4753-4dda-921b-ca264baaf6dc,50.00
ca6e02b0-58bf-4cc9-ab94-f1c29604fd4a,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Plesteran Dinding 1pc : 5ps — 50%,2026-05-12T00:00:00.000Z,2026-06-16T15:23:57.472Z,detail,56b849ad-0292-4797-a9f5-9900384a2b0b,50.00
f7dcd101-5b5d-4157-8ccf-b5e55bf8b9ff,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pasangan Dinding Roster Beton — 50%,2026-05-12T00:00:00.000Z,2026-06-16T15:23:57.576Z,detail,8389e6ab-be20-4b41-8be4-07b564271c66,50.00
7782b28c-fa56-4ea7-84be-299ed71eb461,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Acian — 50%,2026-05-12T00:00:00.000Z,2026-06-16T15:23:57.667Z,detail,44382265-6e5c-416f-9b4e-da8e536e259d,50.00
bc48ef9b-e56f-4613-82d2-d2df437beecb,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Finishing lubang kusen Allumunium — 50%,2026-05-12T00:00:00.000Z,2026-06-16T15:23:57.753Z,detail,0df85c39-4c2d-4195-9081-83448bea1c9f,50.00
f8343f7e-5b9b-4986-af4c-9cc911a741cb,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Fin. Dinding Bata Tempel — 40%,2026-05-12T00:00:00.000Z,2026-06-16T15:23:57.839Z,detail,f08a068e-a1f9-4078-a9b7-483dfd8e7c62,40.00
557ba980-ec4e-438f-859a-971e9cf49ed8,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Fin. Batu Alam — 40%,2026-05-12T00:00:00.000Z,2026-06-16T15:23:57.946Z,detail,5798d4d8-4d3f-4782-9928-cd12232fb9c1,40.00
d2cff3a1-3d89-4a28-a529-3ec883739f05,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Fin. Bantalan (Pinggiran Taman & Void ) — 40%,2026-05-12T00:00:00.000Z,2026-06-16T15:23:58.039Z,detail,16f5e818-60ad-4afc-8e46-bced574e1c06,40.00
574e722d-911f-48c6-a475-6f82e53e96a2,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update P1 — 40%,2026-05-12T00:00:00.000Z,2026-06-16T15:23:58.134Z,detail,10b68957-370b-474c-bcd4-1a5d0fce4c21,40.00
506d3173-dd94-4b48-b34e-fc926df133aa,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update P7 — 35%,2026-05-25T00:00:00.000Z,2026-06-16T15:23:58.224Z,detail,088bdf6a-5305-4b91-9201-ac713daae04a,35.00
19899e94-a7b0-46aa-9cb9-e7dd1fdd154e,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update P2 — 35%,2026-05-25T00:00:00.000Z,2026-06-16T15:23:58.309Z,detail,0f2857be-afce-4f3d-8ba7-e2fc9d488ed7,35.00
e835acc6-0479-4df0-b400-b5a51c3ae476,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update P3 — 35%,2026-05-25T00:00:00.000Z,2026-06-16T15:23:58.413Z,detail,831d5c3e-19a5-45db-b667-e4e75807199a,35.00
def5a349-2bfe-43b2-87c6-c1d4a922daf4,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update P4 — 35%,2026-05-25T00:00:00.000Z,2026-06-16T15:23:58.512Z,detail,47e8ef82-caf2-4fc5-9baf-9197c1435b27,35.00
6167f5c1-a8e8-4b51-91a9-166494a5ced2,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update P5 — 35%,2026-05-25T00:00:00.000Z,2026-06-16T15:23:58.600Z,detail,dfca38fc-8a6c-43f4-b15b-83865fe21974,35.00
7fff11ef-55a6-4ca7-8c9d-0f2621efc18a,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update P6 — 35%,2026-05-25T00:00:00.000Z,2026-06-16T15:23:58.710Z,detail,b95ea815-e70a-464e-9b89-fdbb6b0414a2,35.00
92e179db-a943-4a16-a994-b713226e62ea,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update P8 — 35%,2026-05-25T00:00:00.000Z,2026-06-16T15:23:58.807Z,detail,1caf69ed-719f-4fd9-8fe0-a4a6d17e6106,35.00
e7a6172e-c3da-4106-ae6a-7991ff7d4381,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update J2A — 35%,2026-05-25T00:00:00.000Z,2026-06-16T15:23:58.895Z,detail,56cfa2eb-522f-458b-b744-831ad63d8fd7,35.00
68f01301-1f8a-4418-bc67-45ba4c923c07,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update J3 — 35%,2026-05-25T00:00:00.000Z,2026-06-16T15:23:58.984Z,detail,152252bb-25be-4b54-a5e0-65b830a4382a,35.00
449191fc-cb95-4391-85d8-6ee122732b9d,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update J3A — 35%,2026-05-25T00:00:00.000Z,2026-06-16T15:23:59.072Z,detail,4b640de5-87a1-4aee-8f5d-df74bb37a2cc,35.00
96e0977a-16b1-420a-8794-2ba3992dfb29,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update BV1 — 35%,2026-05-25T00:00:00.000Z,2026-06-16T15:23:59.167Z,detail,add23d4d-7a35-4be8-a989-f1b333c521be,35.00
93579736-d75a-403e-88e2-29d86022837b,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Plafond Utama + Rangka — 35%,2026-05-25T00:00:00.000Z,2026-06-16T15:23:59.274Z,detail,ddb2d94a-9269-435a-bbd5-2352c8a4d73e,35.00
41492382-5bfa-4e86-b5a4-a2708d014c39,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Plafond Water Resistant — 35%,2026-05-25T00:00:00.000Z,2026-06-16T15:23:59.369Z,detail,8ba012b3-79a2-437e-ae46-dcd0ede6ca7e,35.00
ef9d646e-6aa5-4b49-a76f-983da14c6a3f,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Plafond Teras dan Overstek + Rangka — 25%,2026-06-05T00:00:00.000Z,2026-06-16T15:23:59.460Z,detail,3fe93690-7462-4892-bdcf-8e501942ebcf,25.00
1c62690c-d82d-45cb-9098-a3ccda63f08a,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update List plafond (Wall Angle) — 25%,2026-06-05T00:00:00.000Z,2026-06-16T15:23:59.573Z,detail,2108c3be-7968-4889-a1f2-13bd2e5151ef,25.00
74f3f996-5687-41e0-81db-b6d9e630f660,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Beton Exposed kanopi dan tangga — 25%,2026-06-05T00:00:00.000Z,2026-06-16T15:23:59.680Z,detail,3b3c92b8-013c-41f8-be24-d972a3de0fd2,25.00
382c394f-fe28-4bf9-aec8-7ac084578b0f,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Rangka Atap Baja — 25%,2026-06-05T00:00:00.000Z,2026-06-16T15:23:59.780Z,detail,5854a061-817d-4442-a4d4-9d70a9c68893,25.00
fbf2da4f-9470-485d-abd8-a1225604c2aa,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,"Progress update Rangka kanopi hollow 40/80, 40/60, 40/40 — 25%",2026-06-05T00:00:00.000Z,2026-06-16T15:23:59.867Z,detail,84cd0dd3-29e2-4238-851b-63a813a1f1d4,25.00
f59eb029-7bb9-4942-ad40-c164c14b932f,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Atap UPVC Gelombang — 25%,2026-06-05T00:00:00.000Z,2026-06-16T15:23:59.951Z,detail,8cbbc7a3-06ac-4c18-b411-1afb99becc35,25.00
261e9ae8-4aab-4dbb-bda9-d36d08e23058,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Atap UPVC Flat Transparant — 25%,2026-06-05T00:00:00.000Z,2026-06-16T15:24:00.056Z,detail,91ab8169-904d-4295-82ff-2b5a56933794,25.00
737185e8-be79-490d-a630-c3aeecfa38fc,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Talang Air UPVC — 90%,2026-04-30T00:00:00.000Z,2026-06-16T15:24:00.144Z,detail,a75078d8-0d09-47a9-a3e6-15125af31e65,90.00
227b2536-c6b0-4f6e-82f8-abcc37c16400,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,"Progress update Pekerjaan Lantai Ruang Utama (R. Tamu, R. Keluarga, R. Tidur — 90%",2026-04-30T00:00:00.000Z,2026-06-16T15:24:00.245Z,detail,5025d1e6-f34b-4cdc-8026-c27e505222e7,90.00
619f06c7-e2d8-4c3e-a004-f993baf7a411,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pekerjaan Lantai Teras Lt. Bawah — 90%,2026-04-30T00:00:00.000Z,2026-06-16T15:24:00.369Z,detail,09fbe8de-e6e2-40cc-9b2f-a18a59c12d3a,90.00
305e6e7b-8a6f-41b8-abd2-6ad234438bed,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pekerjaan Step Tangga Existing (Tangga ke Lt. 2 & Tangga Ke — 90%,2026-04-30T00:00:00.000Z,2026-06-16T15:24:00.480Z,detail,42372403-0c90-4786-a03f-c3c799c8a71c,90.00
22c9cbc1-7f51-4f94-984e-19226334edee,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pekerjaan Step Tangga Carport — 90%,2026-04-30T00:00:00.000Z,2026-06-16T15:24:00.585Z,detail,24443300-9129-4b84-80a7-7469a691b4b2,90.00
c7748bb9-ae90-40b7-8494-cc255345a11c,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pekerjaan Lantai Garasi/Carport — 15%,2026-06-10T00:00:00.000Z,2026-06-16T15:24:00.683Z,detail,c5538efc-7251-41b2-9d23-45ccbbe62e65,15.00
115ca53d-97f0-4548-b26e-ca3082defbaf,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pekerjaan Lantai Teras Taman Belakang — 15%,2026-06-10T00:00:00.000Z,2026-06-16T15:24:00.779Z,detail,4ac94075-7a62-49f2-93eb-a8d24645759e,15.00
cdb2fd9e-ce5b-46a8-9224-3486374f1525,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pekerjaan Lantai Dapur — 15%,2026-06-10T00:00:00.000Z,2026-06-16T15:24:00.878Z,detail,b4e412e5-1354-4f6c-a3c4-9affef222c02,15.00
a87713e9-b4d9-4280-8e9a-635418c58336,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pekerjaan Lantai R. Tidur Utama & R. Tidur Anak — 15%,2026-06-10T00:00:00.000Z,2026-06-16T15:24:00.962Z,detail,be9ec2a1-a746-40c3-b8d3-9faabd0ea93b,15.00
cfd39eb5-57bb-49a5-81dc-c396fafb7ffa,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pekerjaan Lantai Ruang Olahraga — 15%,2026-06-10T00:00:00.000Z,2026-06-16T15:24:01.096Z,detail,ef037280-b695-4ec5-9e7c-39787d970a3d,15.00
e112b0db-7bf5-429c-8a85-3e16d45a2aff,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pekerjaan Lantai Area Jemur (Service Area) — 15%,2026-06-10T00:00:00.000Z,2026-06-16T15:24:01.185Z,detail,d3bd418b-9131-4afa-9954-0177efa9851e,15.00
c4091ec6-5eaa-4b17-b453-b6ff2b9e5bc7,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pekerjaan Lantai R. Tidur Driver & Gudang — 15%,2026-06-10T00:00:00.000Z,2026-06-16T15:24:01.296Z,detail,ddf68436-1d00-4428-b7de-be2e78317516,15.00
7ee8f868-4aec-4d7b-9e97-d0f3a16a689c,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pekerjaan Lantai KM/WC Tamu Lt. Bawah — 15%,2026-06-10T00:00:00.000Z,2026-06-16T15:24:01.394Z,detail,42058070-a2f9-490d-bcc4-75c820056581,15.00
5bef46cd-c0e6-497f-8bcf-386378680177,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pekerjaan Lantai KM/WC R. Tidur Utama — 15%,2026-06-10T00:00:00.000Z,2026-06-16T15:24:01.527Z,detail,9b7e00d5-6591-423c-be49-c938dc9d97a4,15.00
10d50de9-5812-4c93-901d-23c776755573,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pekerjaan Lantai KM/WC R. Tidur Anak — 15%,2026-06-10T00:00:00.000Z,2026-06-16T15:24:01.654Z,detail,c84d1228-17f2-4623-ab00-162d5d869bc4,15.00
811567fd-2025-4db2-bdc7-959191d8f5e9,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pekerjaan Dinding Kamar Mandi Tamu Lt. Bawah — 15%,2026-06-10T00:00:00.000Z,2026-06-16T15:24:01.767Z,detail,e9b5c0ad-4334-4287-a759-9c4024d7e678,15.00
98600a23-b3ed-4ba8-8f5e-2b2987a91c46,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pekerjaan Dinding Kamar Mandi Utama Lt. Atas — 15%,2026-06-10T00:00:00.000Z,2026-06-16T15:24:01.855Z,detail,e05c927c-2fad-4266-919e-207cc46d5d66,15.00
7e09644a-4d6b-4ad8-a26c-78810b66032e,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pekerjaan Dinding Kamar Mandi Anak Lt. Atas — 15%,2026-06-10T00:00:00.000Z,2026-06-16T15:24:01.943Z,detail,86649f13-84a0-4cff-b880-a592a1c21987,15.00
a9f1d55b-2ecf-480e-b26c-a17e4a8cc805,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pekerjaan Dinding Dapur/R. Makan — 15%,2026-06-10T00:00:00.000Z,2026-06-16T15:24:02.034Z,detail,5a2901df-56a2-42f2-972d-4bab6d1f7645,15.00
d78ef8d7-8116-464c-a84f-40981cda8fdf,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pasangan Dinding Roster Beton — 15%,2026-06-10T00:00:00.000Z,2026-06-16T15:24:02.125Z,detail,483cc345-3c59-4e2f-9f32-8b67ee505737,15.00
7ef3d105-23fc-4846-94bf-331be123caec,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Keramik Lantai uk. 20 x 20 ( KM/WC Service ) — 5%,2026-06-16T00:00:00.000Z,2026-06-16T15:24:02.211Z,detail,cdf29dba-262a-4a7d-95b8-145698cbdb9e,5.00
f1b6ca78-aa0a-4325-bba2-d9b404a0d5b2,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Keramik Dinding uk. 20 x 20 ( KM/WC Service ) — 5%,2026-06-16T00:00:00.000Z,2026-06-16T15:24:02.304Z,detail,02851c52-5af0-488a-a702-0b0d2da78e77,5.00
68e7f0ed-28ce-40cb-8ee3-243057537d2d,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Plint lantai utama 10 x 60 — 5%,2026-06-16T00:00:00.000Z,2026-06-16T15:24:02.391Z,detail,f87c6572-b1f1-4d7d-bbdc-2bfaa75bd2a0,5.00
89f164ee-4ee8-45d3-b6ee-c674ecbbbfc0,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Plint lantai R. Tidur Service & Gudang 10 x 50 — 5%,2026-06-16T00:00:00.000Z,2026-06-16T15:24:02.489Z,detail,f23f7670-0787-4c23-b2a5-42d195cbef96,5.00
7acff140-bcdc-4031-a3f1-58c581f1d4ef,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pengecatan Exterior Tampak Depan — 5%,2026-06-16T00:00:00.000Z,2026-06-16T15:24:02.579Z,detail,9e257b51-08a1-415e-9771-61746f514f1b,5.00
32fc0a0f-3b33-46de-8df1-c68c8aa6653a,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pengecatan Exterior Samping & Belakang — 5%,2026-06-16T00:00:00.000Z,2026-06-16T15:24:02.671Z,detail,3c566d65-bdc8-4b06-bab2-2a4d088f5da5,5.00
c8412185-acfd-4a7b-a42e-b76d5b98f100,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pengecatan Tembok Interior — 5%,2026-06-16T00:00:00.000Z,2026-06-16T15:24:02.768Z,detail,724f4049-d976-4f79-81de-67781df16180,5.00
ab855a88-2630-4f2b-a48d-4fd8d052999e,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pengecatan Plafon — 5%,2026-06-16T00:00:00.000Z,2026-06-16T15:24:02.856Z,detail,7dc5fb84-5c93-4dd1-b996-f5149bfe09ff,5.00
88d35409-5165-416c-9969-137514ac6a4f,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pengecatan Lisplank dan beton expose — 5%,2026-06-16T00:00:00.000Z,2026-06-16T15:24:02.946Z,detail,866f9510-bbdb-4a1a-9444-f164929543b6,5.00
e190a940-608f-4ae9-8e48-9d113f2e7c5c,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Closet Duduk — 5%,2026-06-16T00:00:00.000Z,2026-06-16T15:24:03.034Z,detail,fc167206-e59a-46bc-94b8-e875f6d38d97,5.00
f32ee1cc-37df-441c-99d4-1250a046cbde,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Jet Washer — 5%,2026-06-16T00:00:00.000Z,2026-06-16T15:24:03.127Z,detail,ed2ba224-142b-49de-9062-2433ec12154a,5.00
3c52de1b-55f1-4694-8fea-ee35d7b0277a,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Kran Dinding + Shower — 70%,2026-05-20T00:00:00.000Z,2026-06-16T15:24:03.228Z,detail,47db5897-0402-4252-a77e-a05a8f161766,70.00
dd953c6c-8fd0-476f-a922-7d2b01d635ba,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Wastafel — 70%,2026-05-20T00:00:00.000Z,2026-06-16T15:24:03.328Z,detail,9750fcae-c9f4-4507-8449-5655cff63d86,70.00
ef489eca-b5ec-4298-b5bd-53ebbf693a32,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Kran Washtafel — 70%,2026-05-20T00:00:00.000Z,2026-06-16T15:24:03.450Z,detail,37f175c0-bab7-424b-992e-cf3f40dc5b5d,70.00
94e144b3-17e4-4bbb-bea9-d17c4e1c7d57,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Closet Jongkok — 70%,2026-05-20T00:00:00.000Z,2026-06-16T15:24:03.591Z,detail,41a55d43-f9c2-4ff1-8dd6-94e3e6fa3803,70.00
832148d3-e354-4335-9f51-3fc46e2b6642,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Floor drain — 70%,2026-05-20T00:00:00.000Z,2026-06-16T15:24:03.696Z,detail,883d88cc-cd09-48b5-92fd-086efd89be2d,70.00
b5ef5669-fd1d-4569-acf0-cb9eb00084f5,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Kran dinding — 70%,2026-05-20T00:00:00.000Z,2026-06-16T15:24:03.804Z,detail,a885e495-4538-4164-bcc4-bdf88fda5ee5,70.00
dc484eb8-b3d2-4e47-b1cf-dc69822fb432,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Kran Taman — 70%,2026-05-20T00:00:00.000Z,2026-06-16T15:24:03.910Z,detail,ed49ea90-b296-40aa-81ea-22722074c359,70.00
87f462f3-dae4-481b-8edd-3648a41731f9,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Kran Carport — 70%,2026-05-20T00:00:00.000Z,2026-06-16T15:24:04.006Z,detail,95f3f173-5b9e-4f14-87f6-22d27d2be205,70.00
c48044e1-8757-40fd-9dc0-eadc5903b343,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Kitchen Zink — 55%,2026-05-20T00:00:00.000Z,2026-06-16T15:24:04.102Z,detail,eca0996e-d966-4f0d-a16b-a19a9842f2e7,55.00
a3611a7a-1396-4ba1-9c7f-5ef51c1f7f4d,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Kran Zink + Complete Accessories — 55%,2026-05-20T00:00:00.000Z,2026-06-16T15:24:04.197Z,detail,6a204c2b-7f7d-4cde-a65b-4740704e0f95,55.00
f37ded51-9e5c-49ea-979e-b849988d197b,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Instalasi Air Bersih VXS 16 mm — 55%,2026-05-20T00:00:00.000Z,2026-06-16T15:24:04.297Z,detail,bb4d07a6-b8b9-48c5-99b7-5c36eac4d7ab,55.00
5ab5dff0-62db-4601-8d57-f0b1ddf5bab2,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Instalasi Air Bersih VXS 20 mm — 55%,2026-05-20T00:00:00.000Z,2026-06-16T15:24:04.386Z,detail,011f9125-7c42-4e19-9634-a0d735e3a174,55.00
e990de12-5c1c-45e8-b79c-02e3dcbc94b8,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Instalasi Air Bersih VXS 25 mm — 55%,2026-05-20T00:00:00.000Z,2026-06-16T15:24:04.471Z,detail,a7265bdd-e1ae-4249-aad2-d0c5dbdc4632,55.00
6c1dc1f8-6686-435b-bae5-ae8d517a0172,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,"Progress update Instalasi Pipa Air Kotor type D Ø 4"" — 55%",2026-05-20T00:00:00.000Z,2026-06-16T15:24:04.563Z,detail,c11b17ee-f43b-4458-ab43-03b16997f81b,55.00
ace78926-c61e-4a7a-980d-9728c4298103,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,"Progress update Instalasi Pipa Air Bekas type D Ø 3"" — 55%",2026-05-20T00:00:00.000Z,2026-06-16T15:24:04.646Z,detail,4cf78101-031a-4496-bdc3-28f09be0122c,55.00
ff012128-ce72-42e5-896b-0d9a7611a802,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,"Progress update Instalasi Pipa Air Hujan type D Ø 2,5"" — 10%",2026-06-16T00:00:00.000Z,2026-06-16T15:24:04.770Z,detail,0fc31af9-e79e-45b8-9026-d0b01c0966c8,10.00
59359280-162f-4232-9271-f881d0312070,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,"Progress update Roof Drain metal  D Ø 3"" — 10%",2026-06-16T00:00:00.000Z,2026-06-16T15:24:04.863Z,detail,356b2d0f-5d96-44bb-b371-32158138a99d,10.00
6d7356ea-f650-4bb9-8039-8a448ffd5bda,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Bak kontrol tertutup uk. 45 x 45 cm — 10%,2026-06-16T00:00:00.000Z,2026-06-16T15:24:04.954Z,detail,1ce18c36-cbb5-4253-ad41-07dcb39b7306,10.00
584a4404-2f18-4c55-9eea-bff1a909668c,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Instalasi titik lampu Downlight + saklar — 10%,2026-06-16T00:00:00.000Z,2026-06-16T15:24:05.059Z,detail,3bcfbcbd-3de4-4113-82e8-647298502daf,10.00
529a53a7-ed9e-4ab8-802c-fc7dfefff7c1,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Instalasi titik lampu Outbow  + saklar — 10%,2026-06-16T00:00:00.000Z,2026-06-16T15:24:05.151Z,detail,6000aad2-27cf-48e6-bebb-63f943925a06,10.00
ab396e23-adaa-4d12-b60c-2726faceb9a5,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Instalasi titik lampu Dinding + saklar — 10%,2026-06-16T00:00:00.000Z,2026-06-16T15:24:05.240Z,detail,9e31f568-1cda-40de-8bac-b8e50f33e4f7,10.00
e72726f3-f05f-48cb-ace3-8541abb0e632,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Instalasi titik lampu spot tangga — 10%,2026-06-16T00:00:00.000Z,2026-06-16T15:24:05.326Z,detail,920c2586-a482-4abe-bd87-31374a59e142,10.00
31d75361-4e33-4968-b32b-c1b3f1a3cf06,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Saklar Tunggal — 10%,2026-06-16T00:00:00.000Z,2026-06-16T15:24:05.412Z,detail,6d64ef8d-ea02-4194-afe5-1c12d9ff0871,10.00
b1806e5f-3959-40ed-975d-8b8c9236c19b,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Saklar Ganda — 10%,2026-06-16T00:00:00.000Z,2026-06-16T15:24:05.506Z,detail,3a2597a9-b83b-4fd1-acd2-1d0036a92310,10.00
a0f6cdfa-9e23-4469-a066-63a6301f8066,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Instalasi stop kontak + stop kontak — 10%,2026-06-16T00:00:00.000Z,2026-06-16T15:24:05.598Z,detail,d3c3848a-4927-4f4c-8efe-e18df86d01e2,10.00
